# 
# MJD-BEG =    57139.09597163194 / Beginning of the first exposure in MJD        
# MJD-END =    57213.94425429398 / End of the last exposure in MJD               
# RA_TARG =            133.69721 / [deg] Right Ascension                         
# DEC_TARG=            11.156498 / [deg] Declination                             
# EQUINOX =               2000.0 / equinox of celestial coordinate system        
# RADESYS = 'FK5     '           / celestial coordinates system                  
# TARGNAME= 'm67-ch-14-id-007230' / Asiago Input Catalog source identifier
# TELESCOP= 'Kepler  '                                                           
# INSTRUME= 'Kepler Photometer'                                                  
# CHANNEL =                 14.0 / Kepler CCD channel                            
# CAMPAIGN=                    5 / Observing campaign number
# XPOSURE =               1800.0                                                 
# FILTER  = 'Kepler  '           / Photometric bandpass filter                   
# KPMAG   =              10.3093 / [mag] Instrumental Kepler magnitude           
# JMAG    =                7.951 / [mag] 2MASS J magnitude                       
# HMAG    =                 7.43 / [mag] 2MASS H magnitude                       
# KMAG    =                7.278 / [mag] 2MASS K magnitude                       
# HLSPID  = 'PSFK2   '                                                           
# HLSNAME = 'PSFK2: A PSF-based approach to Kepler/K2 data' / Project title      
# REFERENC= '10.1093/mnras/stw2169' / DOI for the paper                          
# 
# 
# 
# COLUMN INFO 
# 
# TIME  = Time in BJD
# AP1C = Detrended K2 magnitude obtained with 1-pixel aperture photometry
# AP1R = Raw K2 magnitude obtained with 1-pixel aperture photometry
# AP2C = Detrended K2 magnitude obtained with 2.5-pixel aperture photometry
# AP2R = Raw K2 magnitude obtained with 2.5-pixel aperture photometry
# AP3C = Detrended K2 magnitude obtained with 3.5-pixel aperture photometry
# AP3R = Raw K2 magnitude obtained with 3.5-pixel aperture photometry
# AP4C = Detrended K2 magnitude obtained with 4.5-pixel aperture photometry
# AP4R = Raw K2 magnitude obtained with 4.5-pixel aperture photometry
# PSFC = Detrended K2 magnitude obtained with PSF-fitting photometry
# PSFR = Raw K2 magnitude obtained with PSF-fitting aperture photometry
# XPOS = x position in the K2 image (in Kepler pixel)
# YPOS = y position in the K2 image (in Kepler pixel)
# 
# 
# 
#       TIME            AP1C             AP1R             AP2C             AP2R             AP3C             AP3R              AP4C              AP4R             PSFC             PSFR               XPOS              YPOS
# 
 2457140.305720113   -14.28058666     -14.19173622     -15.42512399     -15.41149998     -15.56681484     -15.56350136      -15.59445381      -15.59563828     -14.80074776     -14.73460197        457.1467          966.2674
 2457140.326157174   -14.28274005     -14.19327736     -15.42652826     -15.41281891     -15.56683441     -15.56356430      -15.59443195      -15.59564972     -14.80336932     -14.73671722        457.1458          966.2680
 2457140.346587950   -14.27558386     -14.19170856     -15.42594962     -15.41411400     -15.56597296     -15.56361961      -15.59451585      -15.59572315     -14.79365558     -14.73764324        457.1462          966.2706
 2457140.367015608   -14.27783558     -14.19169044     -15.42686794     -15.41402340     -15.56675612     -15.56361771      -15.59450698      -15.59566975     -14.79692606     -14.73817921        457.1436          966.2704
 2457140.387448563   -14.28495092     -14.19880867     -15.42897415     -15.41436005     -15.56742592     -15.56406975      -15.59451724      -15.59578514     -14.79678929     -14.73815441        457.1341          966.2727
 2457140.407885456   -14.28112531     -14.20062828     -15.42658880     -15.41247749     -15.56575859     -15.56399345      -15.59473994      -15.59581757     -14.80090948     -14.73809719        457.1168          966.2652
 2457140.428318164   -14.27868046     -14.19953251     -15.42396990     -15.40737343     -15.56658718     -15.56422710      -15.59453121      -15.59595203     -14.79993500     -14.73696327        457.1012          966.2542
 2457140.448745925   -14.25825351     -14.19892693     -15.42369302     -15.40568733     -15.56509230     -15.56437397      -15.59484188      -15.59593773     -14.77488004     -14.73919106        457.0786          966.2424
 2457140.469175793   -14.25939584     -14.20656204     -15.42400026     -15.40669537     -15.56489067     -15.56551075      -15.59538573      -15.59606171     -14.79598255     -14.76352692        457.0602          966.2353
 2457140.489613385   -14.27914801     -14.22718048     -15.42907500     -15.40765572     -15.56609584     -15.56657314      -15.59476076      -15.59607029     -14.80142372     -14.75706673        457.0348          966.2137
 2457140.510047754   -14.28828985     -14.24200535     -15.43006865     -15.40941334     -15.56708983     -15.56801319      -15.59530237      -15.59612370     -14.79680496     -14.75948906        457.0191          966.2072
 2457140.530475260   -14.17432769     -14.24302006     -15.42074142     -15.41668510     -15.56579097     -15.57198524      -15.59829530      -15.59832382     -14.73033520     -14.84033775        457.3350          966.4212
