objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237648721252189230,756,301,3,756,1070,3,229.012274528637,-0.144185070251919,22.80911,21.9795,21.44439,21.15578,22.04015,0.2807618,0.06673541,0.06450909,0.07426655,0.5426408
1237648721252190846,756,301,3,756,2686,6,229.009898031887,-0.145182914781214,23.37158,22.74453,22.07487,22.02924,21.68216,0.4346888,0.1259127,0.1108021,0.1587522,0.4339267
1237648721252189234,756,301,3,756,1074,6,229.011469344457,-0.146270014765835,24.89184,22.44633,22.01565,21.7981,21.81029,0.6566145,0.09223661,0.09848304,0.1206742,0.4360492
1237648721252188415,756,301,3,756,255,6,229.004507206886,-0.144396255484886,23.81722,22.9952,22.05928,21.91231,21.67697,0.5915928,0.1604318,0.1122436,0.1472438,0.4428098
1237648721252188414,756,301,3,756,254,6,229.004574763227,-0.146376835382366,24.36162,23.74216,22.89558,21.89263,22.09908,0.6784339,0.2665409,0.2110347,0.1319606,0.5207114
1237648721252188407,756,301,3,756,247,6,229.005111670842,-0.145449106790078,22.08385,21.17217,20.75937,20.6783,20.6871,0.1499236,0.03358922,0.03490528,0.04660577,0.1820213
1237648721252190036,756,301,3,756,1876,6,229.007422369323,-0.150949423173843,21.91224,20.70761,20.3439,20.21707,20.07447,0.1334136,0.02465236,0.02603721,0.03320484,0.1116863
1237648721252190037,756,301,3,756,1877,6,229.008708759086,-0.151164309683812,21.88499,20.90106,20.59166,20.48633,20.14939,0.1272739,0.02766833,0.03053365,0.03976265,0.1146819
1237648721252190038,756,301,3,756,1878,6,229.008519183539,-0.149125977780711,23.546,21.95927,21.55211,21.46487,20.96832,0.4634666,0.06177625,0.06653772,0.0905374,0.2312221
1237648721252189221,756,301,3,756,1061,6,229.011156089614,-0.149296579256527,21.52367,20.41903,20.03357,19.90035,19.94165,0.1001902,0.0204663,0.02091598,0.02602627,0.1016029
1237648721252189223,756,301,3,756,1063,6,229.01087758681,-0.148240774936681,22.31332,21.45956,21.05594,20.86278,20.87473,0.1827961,0.04259521,0.04475454,0.05478345,0.2130297
1237648721252188403,756,301,3,756,243,6,228.993369789237,-0.145272284579028,21.79537,20.47499,19.98697,19.81328,19.76104,0.1185391,0.02081159,0.01956383,0.02342259,0.08279711
1237648721252188410,756,301,3,756,250,6,228.995095199446,-0.143755153188175,22.9824,21.74645,21.36424,21.1958,21.3136,0.3118127,0.05267556,0.05709567,0.07214738,0.305339
1237648721252188408,756,301,3,756,248,6,228.99619303913,-0.145109566045715,22.57321,21.41128,21.06653,20.93414,21.14556,0.2278617,0.04170937,0.04596309,0.05987455,0.2750438
1237648721252188419,756,301,3,756,259,3,228.993959865822,-0.143682029617585,23.67466,24.18524,22.74828,23.65083,22.93252,0.5673476,0.4174976,0.2134355,0.5908155,0.7364913
1237648721252188409,756,301,3,756,249,6,228.994355278609,-0.145759300238013,23.22535,21.57981,21.12803,20.94607,20.71899,0.3782506,0.04763386,0.04865402,0.06103306,0.1952996
1237648721252188400,756,301,3,756,240,6,228.997987926586,-0.149884926742922,19.05657,17.20993,16.4532,16.12774,15.9429,0.01873597,0.004470598,0.004004977,0.004148751,0.006640583
1237648721252188420,756,301,3,756,260,6,228.998343933424,-0.15147361068794,24.13829,23.31392,23.19333,23.07074,22.62336,0.6468583,0.194393,0.2736083,0.3562289,0.6409767
1237648721252188587,756,301,3,756,427,6,229.000724028455,-0.143581534320262,24.53172,23.82749,22.64901,22.81327,23.28195,0.692751,0.2857487,0.17199,0.286546,0.5804869
1237648721252188401,756,301,3,756,241,6,229.001327160449,-0.146719984900055,20.80054,18.43483,17.35719,16.95094,16.72078,0.05618833,0.006754505,0.004963357,0.005011142,0.009575208
1237648721252188413,756,301,3,756,253,3,228.999257978897,-0.145815983975569,24.77652,22.80265,21.92034,21.69928,21.3546,0.7419778,0.1368295,0.1006552,0.1243117,0.3527189
1237648721252188418,756,301,3,756,258,3,228.996333720853,-0.148444890618204,24.60826,23.17418,22.72733,23.63159,22.36386,0.7877443,0.194074,0.210716,0.5915791,0.686128
1237648721252190021,756,301,3,756,1861,6,229.001846043971,-0.156903688510773,25.27637,23.49831,22.46788,22.47169,21.96279,0.5711152,0.222601,0.1464368,0.2165834,0.4814453
1237648721252190017,756,301,3,756,1857,6,229.004014619756,-0.15564543089131,25.37795,23.13302,21.23083,20.52715,19.90758,0.5603592,0.1756809,0.05385786,0.04339714,0.09714864
1237648721252190016,756,301,3,756,1856,6,229.002518016835,-0.155502836025585,22.04386,21.02909,20.81398,20.67705,21.12097,0.1457951,0.03082951,0.03685637,0.04713103,0.2652025
1237648721252190018,756,301,3,756,1858,6,229.003429903986,-0.155709918980891,22.39227,21.43124,21.11103,20.97313,20.91979,0.1927876,0.04151363,0.04671154,0.06032047,0.2235436
1237648721252190019,756,301,3,756,1859,6,229.004141556735,-0.156857335633511,23.44736,22.09385,21.49962,21.51639,21.3958,0.45542,0.07151957,0.06555219,0.09791581,0.3383256
1237648721252188405,756,301,3,756,245,3,229.001662908961,-0.151874859972287,22.23878,21.30271,20.63861,20.51932,20.66394,0.1968827,0.04424821,0.03932205,0.04778364,0.2043716
1237648721252188402,756,301,3,756,242,6,229.002222064989,-0.152066230900592,21.00188,19.76735,19.20007,18.97058,18.84365,0.06541047,0.01326801,0.01166207,0.01306593,0.03874807
1237648721252188417,756,301,3,756,257,3,229.002358604093,-0.153576605517974,24.66984,25.23445,22.70379,22.30165,22.07112,0.8033297,0.5838439,0.2101051,0.2233781,0.6167031
1237648721252190039,756,301,3,756,1879,6,229.007892810443,-0.151703789281946,25.5558,24.68397,23.57514,22.20933,23.33751,0.5178081,0.4971694,0.3911112,0.1885716,0.6223704
1237648721252190835,756,301,3,756,2675,6,229.00616658694,-0.152859003901972,25.11741,22.62372,22.08628,20.72182,19.99319,0.6198735,0.1069595,0.1049579,0.04823255,0.1005584
1237648721252188411,756,301,3,756,251,6,229.003178319149,-0.146066494091177,22.49817,21.73764,21.43663,21.44282,21.67447,0.2077407,0.05193706,0.06037527,0.08907763,0.3988699
1237648721252188404,756,301,3,756,244,6,229.005022329732,-0.148156314759487,21.91147,20.52408,20.10879,20.00699,19.94131,0.1304963,0.02147805,0.02133801,0.02736626,0.0966486
1237648721252188399,756,301,3,756,239,6,229.001168939342,-0.149766565662523,18.22769,16.8234,16.27687,16.05324,15.93971,0.01207344,0.004107202,0.003880902,0.004106535,0.006639645
1237648721252188412,756,301,3,756,252,6,229.003423791192,-0.149702759092415,24.53616,23.18169,22.05827,21.26829,21.05278,0.688738,0.1710014,0.1025277,0.07670127,0.248181
1237648721252189052,756,301,3,756,892,6,228.987773926857,-0.144908293322491,22.41046,21.10316,20.73853,20.70264,20.56923,0.1987603,0.03238643,0.03455605,0.04830162,0.1687195
1237648721252189053,756,301,3,756,893,6,228.989183374495,-0.147790889905899,24.39231,24.74513,23.59082,23.82037,22.93021,0.6766813,0.4687554,0.3638697,0.5512817,0.6315581
1237648721252189913,756,301,3,756,1753,6,228.984571164098,-0.146469230962594,22.42714,21.42971,21.05126,20.96066,21.26375,0.1978446,0.04120444,0.04398941,0.05934304,0.2912345
1237648721252189051,756,301,3,756,891,6,228.987718850014,-0.147210755283417,19.99908,18.48181,17.84873,17.58263,17.40454,0.03267578,0.006868932,0.005906787,0.006251338,0.01409786
1237648721252189914,756,301,3,756,1754,6,228.985175280948,-0.146159249098404,23.40472,22.25681,21.99009,21.81328,22.18605,0.425586,0.08035523,0.09701537,0.1233552,0.5457115
1237648721252189912,756,301,3,756,1752,6,228.985375214642,-0.144966844608841,21.60335,20.51836,20.03063,19.89686,19.76565,0.1046693,0.02155309,0.02036809,0.02552501,0.08506367
1237648721252189872,756,301,3,756,1712,3,228.980929872233,-0.146478029583747,21.78531,20.2828,19.85732,19.77223,19.60326,0.1427311,0.02088433,0.0208318,0.0276765,0.09150952
1237648721252188416,756,301,3,756,256,6,228.990838664243,-0.14588395279666,24.40837,22.83282,22.53642,22.29102,21.95283,0.7177928,0.1377452,0.166403,0.2015763,0.526455
1237648721252188406,756,301,3,756,246,6,228.991757627484,-0.145217353038479,22.12814,21.08316,20.78072,20.66116,20.73595,0.1551014,0.03167079,0.03540293,0.04583551,0.1897495
1237648721252191306,756,301,3,756,3146,3,228.994025628584,-0.148856168717736,24.18072,22.87787,22.13416,21.65341,22.82941,0.9784136,0.2043165,0.1711527,0.1720355,1.05954
1237648721252188547,756,301,3,756,387,6,228.992701893669,-0.153504818576441,23.36907,21.9485,21.55291,21.51502,21.38646,0.4080524,0.06143429,0.06668796,0.09457077,0.321793
1237648721252189022,756,301,3,756,862,6,228.989299891981,-0.151905448183742,23.76865,22.3144,21.78762,21.83826,21.88796,0.5350116,0.08318991,0.08102737,0.125259,0.4635398
1237648721252190790,756,301,3,756,2630,3,228.995390869196,-0.150770817212549,24.40324,23.08386,23.15138,21.8625,22.66801,0.8091162,0.1883836,0.3181561,0.1579166,0.7784562
1237648721252190789,756,301,3,756,2629,6,228.995296956654,-0.153797030463769,23.92779,22.70792,22.32999,22.08934,21.37438,0.5879381,0.1170077,0.1317722,0.1589712,0.3257489
1237648721252190794,756,301,3,756,2634,6,228.997053460164,-0.153885123474699,23.63276,23.2134,22.35799,22.36214,22.34096,0.4848351,0.1749743,0.1324127,0.1970212,0.5813738
1237648721252189952,756,301,3,756,1792,6,228.992206141025,-0.149610941398158,22.49776,21.8125,21.34734,21.24852,21.06327,0.2080725,0.05514472,0.05596581,0.07521978,0.2476885
1237648721252190786,756,301,3,756,2626,6,228.993246984421,-0.151382828204539,23.46895,22.40003,21.94449,21.64264,21.71348,0.4362741,0.08905604,0.09273629,0.1057875,0.4067796
1237648721252190020,756,301,3,756,1860,6,229.00037226832,-0.156583372195379,24.62059,22.07266,21.64891,21.84845,21.12024,0.6982053,0.06778663,0.07226439,0.1263192,0.2618408
1237648721252188501,756,301,3,756,341,6,229.018200507001,-0.096755221877848,21.71325,20.62919,20.3285,20.17706,20.11301,0.1156512,0.02368164,0.02572807,0.03237868,0.1165741
1237648721252189136,756,301,3,756,976,6,229.002139593127,-0.0965858340943516,22.73888,21.20473,20.94147,20.85341,20.89472,0.2559976,0.03500827,0.04029811,0.05417547,0.2171522
1237648721252189133,756,301,3,756,973,3,229.002808192098,-0.097897254681942,20.53857,19.52918,19.32,19.14518,19.13032,0.06045061,0.01368214,0.01579242,0.01971927,0.07462295
1237648721252189134,756,301,3,756,974,6,229.005024023052,-0.10093667739324,21.71142,20.59093,20.19334,19.96915,20.05124,0.111854,0.02268897,0.02275803,0.02648692,0.1045314
1237648721252189132,756,301,3,756,972,6,229.005521380473,-0.0996628175559234,21.36761,20.37279,20.0044,19.90581,19.85583,0.09015495,0.02012066,0.02056566,0.0266815,0.09607614
1237648721252189142,756,301,3,756,982,6,229.005211971093,-0.0971786811409711,24.47536,23.41794,22.72671,22.44145,22.33006,0.7916183,0.2429063,0.2111879,0.2494978,0.6853999
1237648721252188446,756,301,3,756,286,6,229.007611680717,-0.102165092318523,23.40483,20.85736,19.40081,18.5972,18.16632,0.4315784,0.02734652,0.01327402,0.01044207,0.02389903
1237648721252189187,756,301,3,756,1027,6,229.00722705423,-0.0958222464511881,23.53829,21.87653,21.51751,21.40077,21.00049,0.4648262,0.05866146,0.06456866,0.08612846,0.2368086
1237648721252189192,756,301,3,756,1032,6,229.008736937227,-0.0970704140609518,24.91176,24.03745,22.67914,22.72646,22.44661,0.6681898,0.3323333,0.1746226,0.2672867,0.6026658
1237648721252189189,756,301,3,756,1029,6,229.009269386927,-0.0957018665445302,24.64207,22.64395,22.05235,22.15305,23.10184,0.7181535,0.1144495,0.1051346,0.1706937,0.6357059
1237648721252189139,756,301,3,756,979,6,229.006139960685,-0.0992036885095056,23.96953,22.31311,21.79275,21.58211,21.21316,0.6002302,0.08615354,0.08288317,0.1020516,0.2841978
1237648721252188467,756,301,3,756,307,3,229.01826504349,-0.116942763041728,21.40289,20.28034,19.97119,19.77562,19.77365,0.1010545,0.01997514,0.02180737,0.02646142,0.1011817
1237648721252188439,756,301,3,756,279,6,229.020030650281,-0.107673734119132,19.8791,18.41171,17.77111,17.49588,17.37336,0.03062537,0.006669634,0.005725108,0.00606517,0.01386984
1237648721252188507,756,301,3,756,347,6,229.013559888712,-0.10862238792514,22.10737,20.8186,20.50322,20.37295,20.43144,0.1551892,0.02634823,0.02851514,0.03625577,0.1453185
1237648721252188450,756,301,3,756,290,6,229.012422394403,-0.110102513153167,21.29293,19.94674,19.35245,19.13715,19.10058,0.08354893,0.01494448,0.01280766,0.01460757,0.04833147
1237648721252188500,756,301,3,756,340,6,229.01511271838,-0.112878955938334,21.57971,20.55147,20.18557,20.0124,20.28092,0.1158198,0.02461358,0.02577865,0.03216418,0.1558249
1237648721252190097,756,301,3,756,1937,6,229.016960789902,-0.104750278835425,22.49967,21.41691,21.12943,21.02588,21.04248,0.2158867,0.04157123,0.0478216,0.06400906,0.2524101
1237648721252188447,756,301,3,756,287,6,229.014144487801,-0.103697423489902,25.03814,21.51457,19.98894,18.79807,18.1713,0.6418686,0.04378943,0.01943134,0.0116988,0.02345767
1237648721252190720,756,301,3,756,2560,6,228.981858006073,-0.0990194864349575,24.93345,22.03622,21.69074,21.74572,22.07243,0.7115963,0.0704929,0.07890947,0.1245412,0.5490609
1237648721252189937,756,301,3,756,1777,6,228.988110292427,-0.103260793065104,22.37816,20.7886,20.28958,20.00196,19.83488,0.2079043,0.02745047,0.02618713,0.02978748,0.09809712
1237648721252188329,756,301,3,756,169,6,228.983784635376,-0.101605629850819,18.62211,16.41875,15.52372,15.15689,14.93262,0.01483904,0.00386723,0.003588986,0.003717361,0.004767658
1237648721252188335,756,301,3,756,175,3,228.985266866438,-0.101747490033155,23.11727,22.87864,21.4844,21.39112,22.82616,0.3651429,0.1447684,0.08389071,0.1091466,0.6830871
1237648721252189938,756,301,3,756,1778,6,228.986311302659,-0.104044289232189,23.29795,21.64322,21.20807,21.20988,21.03246,0.3973914,0.04898702,0.05009863,0.07384481,0.2451965
1237648721252188334,756,301,3,756,174,6,228.986452677737,-0.100121015305413,22.47724,21.52674,21.20313,20.92298,20.69001,0.2068664,0.04499801,0.05017939,0.05745247,0.1824545
1237648721252188333,756,301,3,756,173,6,228.985928528751,-0.0992404416300892,22.28295,21.32488,21.00296,20.88352,21.30084,0.179328,0.03848806,0.04229424,0.05568485,0.3012156
1237648721252188484,756,301,3,756,324,3,228.996483923908,-0.11738531279085,22.31173,20.78234,19.95263,19.47186,19.20405,0.2497975,0.03292198,0.02473111,0.02433847,0.07317548
1237648721252189122,756,301,3,756,962,6,228.997041914622,-0.109417734370167,21.91941,19.42344,18.01275,17.29386,16.89062,0.1324888,0.01097093,0.006323273,0.005648242,0.01044292
1237648721252189064,756,301,3,756,904,6,228.989410320665,-0.108079097897467,24.36896,23.77015,23.6763,22.60607,22.62546,0.6804267,0.2749466,0.3868283,0.2457094,0.6258608
1237648721252189062,756,301,3,756,902,6,228.990238673542,-0.110566232460743,23.47906,22.44615,21.98911,21.68415,22.16146,0.7470608,0.09843395,0.1016473,0.1169597,0.5787644
1237648721252189065,756,301,3,756,905,6,228.990261553351,-0.109049290411174,25.39066,23.31977,22.84426,22.85716,22.38286,0.5426931,0.1932937,0.2008048,0.2974089,0.5901384
1237648721252189953,756,301,3,756,1793,3,228.992482190407,-0.110355776998168,22.154,21.22357,20.74245,20.67039,20.70965,0.1836199,0.04030131,0.03970404,0.0549528,0.2231404
1237648721252189985,756,301,3,756,1825,6,228.996615473534,-0.113447257159459,22.3227,21.26239,20.92425,20.95614,20.55535,0.1828429,0.03657413,0.03985834,0.05940658,0.1640892
1237648721252189986,756,301,3,756,1826,6,228.995337772694,-0.111623091462152,23.10456,21.74888,21.43327,21.58471,21.12946,0.3817649,0.05958224,0.06825833,0.1168182,0.3061127
1237648721252189118,756,301,3,756,958,6,228.999151104688,-0.0962563989650006,21.79809,20.61248,20.23211,20.13172,19.99485,0.1215261,0.02285787,0.02314534,0.03000665,0.1000544
1237648721252189117,756,301,3,756,957,6,228.996924932124,-0.0971777347731949,22.32037,20.30981,19.39386,19.11573,18.91145,0.187433,0.01881364,0.01313295,0.01445404,0.04169764
1237648721252189119,756,301,3,756,959,6,228.998057272292,-0.0961378554694483,22.07322,21.35209,21.21944,21.13108,21.28552,0.1488869,0.0395208,0.05085366,0.06887645,0.3041246
1237648721252188378,756,301,3,756,218,6,228.994302712386,-0.0975339294092078,25.48612,22.97606,22.53779,22.09285,22.60237,0.5150104,0.1453773,0.1543603,0.1572037,0.622965
1237648721252188373,756,301,3,756,213,6,228.992686757369,-0.0965724602634858,18.77789,17.51364,17.40811,17.3887,17.40093,0.01612342,0.004832358,0.005049207,0.005808002,0.01408954
1237648721252188374,756,301,3,756,214,6,228.990858228584,-0.0982405920972814,18.83153,17.92451,17.5837,17.45781,17.38446,0.01661062,0.005542167,0.005358067,0.005977911,0.01396851
1237648721252189061,756,301,3,756,901,6,228.987890695075,-0.107269585519644,24.67116,23.01011,21.57088,20.23581,19.55881,0.7499374,0.1633362,0.07289071,0.03519857,0.07534765
1237648721252189060,756,301,3,756,900,6,228.990291080816,-0.107440570830483,20.69393,19.5715,19.05298,18.8734,18.76207,0.05457037,0.01208024,0.0109392,0.012832,0.03925202
1237648721252189939,756,301,3,756,1779,6,228.989929138711,-0.102192688671211,23.69481,22.37553,22.16673,21.94062,21.99694,0.5169461,0.08819526,0.1127178,0.1383888,0.4965521
1237648721252188461,756,301,3,756,301,6,228.992091210065,-0.105106526669183,21.03931,20.10313,19.79442,19.73666,19.67922,0.0700781,0.01680438,0.01776196,0.02350964,0.08318454
1237648721252188444,756,301,3,756,284,6,228.993094951783,-0.103174431764827,20.72878,19.35275,18.77805,18.53331,18.37399,0.05378181,0.01052145,0.009143678,0.01003065,0.02736681
1237648721252189196,756,301,3,756,1036,6,229.013606561285,-0.139478220947472,22.13072,21.03591,20.76147,20.58479,20.67401,0.1564367,0.03058585,0.03488396,0.0432783,0.1806957
1237648721252189195,756,301,3,756,1035,3,229.011808039453,-0.138863173965672,20.68902,19.66803,19.35509,19.25908,19.30819,0.06240898,0.01403306,0.01499915,0.01941271,0.07610136
1237648721252189253,756,301,3,756,1093,6,229.013789737513,-0.131896897234077,23.39076,22.97172,22.81937,22.41973,22.64947,0.4208356,0.1441439,0.1964319,0.2064752,0.6242715
1237648721252190857,756,301,3,756,2697,3,229.011451319996,-0.131540393398242,22.56325,21.78843,21.4438,21.23777,20.61963,0.2514497,0.06205679,0.0705154,0.0876105,0.2039531
1237648721252189255,756,301,3,756,1095,6,229.013901172567,-0.134691826876897,22.2517,20.35262,19.60408,19.30733,19.10979,0.1722748,0.01917254,0.01503872,0.01634662,0.04823194
1237648721252189250,756,301,3,756,1090,3,229.013642358548,-0.133750336259344,23.0646,21.36209,21.0695,20.82347,22.0293,0.4998652,0.05635852,0.06655979,0.08113935,0.8046005
1237648721252188567,756,301,3,756,407,6,229.005926140115,-0.133272441648308,22.0012,20.67566,20.34339,20.20337,20.27951,0.1428597,0.02387391,0.02532959,0.03183032,0.1286789
1237648721252188561,756,301,3,756,401,6,229.008355455349,-0.134100565766593,18.90482,16.95475,16.1551,15.8155,15.61606,0.01726643,0.004196675,0.003785313,0.003949516,0.005858153
1237648721252188572,756,301,3,756,412,6,229.006833165947,-0.134244599223518,23.03382,23.67705,21.19188,20.69459,21.71533,0.3402691,0.271597,0.05204619,0.04958442,0.4383677
1237648721252188438,756,301,3,756,278,6,229.015050710833,-0.121378611626419,19.83191,18.26699,17.61012,17.34911,17.19778,0.03024717,0.006301102,0.005371147,0.005753858,0.01263099
1237648721252191311,756,301,3,756,3151,6,229.010378803986,-0.120532465074409,23.57415,23.77404,22.59722,23.24042,22.30145,0.4767497,0.2736025,0.1629383,0.3946865,0.5734373
1237648721252190872,756,301,3,756,2712,3,229.014737589135,-0.130232104344619,24.43321,22.76444,22.21778,22.25659,22.11086,0.7687452,0.1356479,0.1322172,0.2045285,0.5977216
1237648721252189242,756,301,3,756,1082,6,229.014675681124,-0.126852122625666,21.74298,20.97256,20.67778,20.60332,20.65009,0.1181888,0.03007858,0.03377982,0.04565464,0.1846042
1237648721252189241,756,301,3,756,1081,6,229.016296888031,-0.125231668543812,21.21308,20.16427,19.82517,19.7134,19.7543,0.07619189,0.01685921,0.01738122,0.02173128,0.08125264
1237648721252188434,756,301,3,756,274,6,229.013166246141,-0.121244886846284,21.95259,19.46589,18.04036,17.03835,16.47813,0.1395034,0.01147362,0.006389614,0.005211317,0.008523508
1237648721252189989,756,301,3,756,1829,6,228.997620816743,-0.121501177198543,22.02445,21.26979,21.0286,20.76801,20.80266,0.1437885,0.03685094,0.04329513,0.05047145,0.2006022
1237648721252189990,756,301,3,756,1830,6,228.997994126409,-0.119736385951436,23.99962,22.51047,22.30857,22.28413,22.06568,0.6141679,0.09946907,0.128448,0.1865398,0.5205268
1237648721252189988,756,301,3,756,1828,6,228.998165616873,-0.120677469097556,21.89603,20.57089,20.21128,20.13133,19.98273,0.145234,0.02403549,0.02521644,0.03379004,0.1145889
1237648721252190840,756,301,3,756,2680,6,229.006514184559,-0.131252496126661,23.20166,22.2509,21.8018,21.54967,21.17495,0.367734,0.07951973,0.08241243,0.09814083,0.2697279
1237648721252190858,756,301,3,756,2698,6,229.010847955458,-0.129426909570923,24.05464,22.78401,22.18647,22.03718,21.62023,0.6725022,0.1355615,0.1269854,0.1667806,0.4385211
1237648721252190859,756,301,3,756,2699,6,229.01011693775,-0.130867880119734,23.52461,23.41594,22.57918,23.2418,22.56,0.4598956,0.2069515,0.1606052,0.3959718,0.6186994
1237648721252188451,756,301,3,756,291,6,229.006586324038,-0.125841110453159,21.09663,19.86732,19.30284,19.075,18.96922,0.07090194,0.01410848,0.01236688,0.01397202,0.04294171
1237648721252188513,756,301,3,756,353,6,228.996667092995,-0.116684323762238,22.12716,21.05483,20.70467,20.58336,21.23529,0.1565081,0.03156722,0.0336835,0.04347321,0.2884711
1237648721252190825,756,301,3,756,2665,6,229.004880429734,-0.11875243596571,25.22638,22.8356,22.48203,22.20491,21.98112,0.6235361,0.1345579,0.1550844,0.1820524,0.5167067
1237648721252188510,756,301,3,756,350,3,229.002868894988,-0.117696585936541,21.6185,20.65265,20.32693,20.18328,20.33648,0.1177543,0.02581429,0.02817966,0.03614597,0.1620808
1237648721252189123,756,301,3,756,963,6,228.999086578735,-0.108662888319769,22.34752,21.59664,21.25279,21.10566,21.60684,0.185865,0.04691045,0.05172879,0.06671746,0.3872959
1237648721252188458,756,301,3,756,298,6,229.000475028972,-0.113131295861472,21.67586,20.31054,19.75828,19.55433,19.4826,0.1099864,0.01874708,0.01671468,0.01943094,0.06566249
1237648721252190803,756,301,3,756,2643,6,228.999303118625,-0.110764777020728,23.4042,23.33947,23.03042,22.54295,21.62278,0.4182991,0.1953508,0.2351731,0.2305677,0.3839678
1237648721252188488,756,301,3,756,328,6,229.001421949266,-0.115370078814965,21.76555,20.57678,20.1951,20.09064,20.85185,0.1169438,0.02230269,0.02265979,0.02913117,0.210086
1237648721252188473,756,301,3,756,313,6,229.007734250279,-0.117579242737593,21.77278,20.53566,20.02502,19.88392,19.81454,0.118917,0.02176631,0.02015038,0.02471352,0.08647566
1237648721252188485,756,301,3,756,325,6,229.011024755998,-0.118531768944449,21.69704,20.54176,20.1511,19.98459,19.92511,0.1120248,0.02171445,0.02193104,0.02673371,0.0939305
1237648721252188472,756,301,3,756,312,6,229.008040708973,-0.116664191809037,22.01275,21.19681,20.89589,20.756,20.61896,0.1459348,0.0360411,0.03961791,0.05021315,0.1714169
1237648721252188459,756,301,3,756,299,6,229.008515863846,-0.117001822659875,21.38839,20.17739,19.8561,19.7273,19.75306,0.08937754,0.01736779,0.01800355,0.02215246,0.08167895
1237648721252189131,756,301,3,756,971,6,229.001325203033,-0.099985133534176,19.71843,18.19347,17.57315,17.29651,17.15314,0.02774047,0.006104758,0.005332059,0.005617411,0.01215698
1237648721252189137,756,301,3,756,977,6,229.000762011998,-0.100829159095705,22.29238,21.48963,21.13782,20.90811,20.80215,0.181197,0.04521373,0.05037389,0.05923759,0.2003259
1237648721252189135,756,301,3,756,975,6,229.004804418363,-0.101475731919691,22.2229,21.12649,20.8386,20.7208,20.79265,0.171075,0.03356265,0.03751482,0.04892701,0.1995646
1237648721252189140,756,301,3,756,980,6,229.003514845663,-0.101206549350705,24.5211,22.9486,22.35747,22.01286,23.02108,0.7125782,0.1429576,0.1329842,0.1465887,0.6269662
1237648721252188464,756,301,3,756,304,6,228.999342120766,-0.104407070600028,21.58478,20.35552,19.83284,19.58495,19.515,0.1019579,0.01915604,0.0175165,0.0198325,0.06723905
1237648721252188435,756,301,3,756,275,6,229.00076652428,-0.10637712354762,18.85554,17.55964,17.53295,17.52586,17.57161,0.01682989,0.004891218,0.005295081,0.006137989,0.01575433
1237648721252188428,756,301,3,756,268,6,229.004638545361,-0.107307708175448,15.49435,13.98158,13.38178,13.1666,13.08933,0.004889656,0.004518245,0.002989408,0.002434259,0.004465617
1237648721252189138,756,301,3,756,978,6,229.001680410303,-0.101966622685388,22.45445,21.56407,21.19716,20.99856,21.12426,0.2096085,0.04760662,0.05138307,0.06366797,0.2744097
1237648721252188457,756,301,3,756,297,6,229.009009750424,-0.108526538438226,23.07104,20.20333,19.85616,19.59079,19.34243,0.3352551,0.01738529,0.01789766,0.01998715,0.05832423
1237648721252188474,756,301,3,756,314,6,229.008376155663,-0.108545946249617,21.63163,20.78402,24.89667,25.04543,19.87047,0.5044265,0.1688661,3.3762,2.908298,0.5568367
1237648721252188468,756,301,3,756,308,3,229.005608788528,-0.108580058614348,24.92112,19.47452,17.44483,17.03137,23.6948,4.742622,0.0818082,0.01225709,0.01276704,3.861187
1237648721252188475,756,301,3,756,315,6,229.002758289654,-0.111323521586222,21.81674,23.48021,22.75432,22.19547,19.65669,0.1197573,0.2202374,0.1871271,0.1715177,0.07497215
1237648721252188301,756,301,3,756,141,6,228.971906800401,-0.122976060230269,20.93366,19.57081,18.98826,18.74386,18.62136,0.06232682,0.01188864,0.01025365,0.01127447,0.03271606
1237648721252188923,756,301,3,756,763,6,228.965165170154,-0.121364821321072,21.9025,20.7198,20.402,20.30381,20.42916,0.1326256,0.02471765,0.02641437,0.0347908,0.1472811
1237648721252188933,756,301,3,756,773,6,228.968141527265,-0.119850370697723,21.67319,20.17653,19.64622,19.40425,19.31174,0.1086733,0.01707257,0.01532432,0.01741807,0.05653548
1237648721252188304,756,301,3,756,144,6,228.971003407402,-0.12599182006058,23.79992,21.94916,21.78247,21.51141,21.89675,0.5527874,0.06396174,0.0824226,0.09684456,0.4673975
1237648721252188300,756,301,3,756,140,6,228.969153849477,-0.127907501386316,18.51395,16.69003,15.9613,15.64834,15.49307,0.01401388,0.004023837,0.003770525,0.003901643,0.005701592
1237648721252188302,756,301,3,756,142,6,228.970074121,-0.122651631899768,21.81894,20.74065,20.37154,20.33522,20.16878,0.123322,0.02496628,0.02573109,0.03532958,0.1169423
1237648721252188303,756,301,3,756,143,6,228.967356588791,-0.127574113037155,23.17942,21.90534,21.65678,21.60668,23.09294,0.3700435,0.06053178,0.07283883,0.1036201,0.6097271
1237648721252189857,756,301,3,756,1697,6,228.977814575725,-0.0968675199816714,23.95058,22.36881,21.92604,21.80511,21.63601,0.598849,0.08876228,0.09137188,0.1229399,0.3927779
1237648721252189855,756,301,3,756,1695,6,228.978016620232,-0.0961457621154936,21.73295,20.48583,20.06687,19.87741,19.89911,0.1143542,0.02091492,0.02051955,0.02470648,0.09261794
