objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237648721252188703,756,301,3,756,543,3,229.045493427516,-0.137063447767666,24.39548,23.92631,25.04528,24.8721,22.75277,0.8212578,0.3756576,0.7415226,0.6943687,0.796926
1237648721252188442,756,301,3,756,282,6,229.034484223628,-0.141654446523099,20.48094,19.11602,18.5475,18.30688,18.20122,0.04622299,0.009280151,0.008112714,0.008855977,0.02411175
1237648721252188445,756,301,3,756,285,6,229.033267362256,-0.139352852794642,20.41449,19.14036,19.19732,19.26867,19.33001,0.04424297,0.009400764,0.01167466,0.0159253,0.05725472
1237648721252188504,756,301,3,756,344,6,229.033446506634,-0.132785785909271,22.31496,20.87191,20.42349,20.20158,20.09863,0.1841903,0.02730501,0.02685424,0.0315615,0.1090772
1237648721252188479,756,301,3,756,319,3,229.036343747683,-0.135235944009777,23.00733,23.57205,20.79836,22.24886,22.21612,0.4358728,0.3287027,0.04864781,0.256182,0.7940125
1237648721252188429,756,301,3,756,269,6,229.036092337304,-0.134221473394881,18.68116,16.46372,15.59167,15.21674,14.9997,0.01540406,0.003874843,0.003599363,0.003753521,0.004793945
1237648721252188440,756,301,3,756,280,6,229.030549607784,-0.132590213891447,22.29919,19.6535,18.24925,17.61225,17.24156,0.1872055,0.01280094,0.007080587,0.00638538,0.01304234
1237648721252188480,756,301,3,756,320,6,229.030516965354,-0.134302570458096,21.54799,20.50272,20.1255,19.9423,19.92377,0.1004701,0.02122632,0.02186765,0.02617059,0.09639565
1237648721252188462,756,301,3,756,302,6,229.030217245504,-0.13309440783431,22.0947,20.54066,20.3592,20.2729,20.01099,0.1565583,0.02305583,0.02706198,0.03489469,0.1030839
1237648721252188431,756,301,3,756,271,6,229.034686814141,-0.127227852610426,19.43697,17.77225,17.08169,16.78743,16.60105,0.02357177,0.005264474,0.004609683,0.004803716,0.008861277
1237648721252188487,756,301,3,756,327,6,229.034984929465,-0.124060319171759,21.83806,20.58297,20.21849,20.09451,20.06588,0.1262496,0.02230012,0.02313081,0.02902045,0.1068514
1237648721252188476,756,301,3,756,316,6,229.025041317146,-0.122193039807597,21.416,20.36042,19.98011,19.84556,19.83344,0.09193058,0.01956263,0.01985249,0.02476,0.09104515
1237648721252188508,756,301,3,756,348,6,229.030953444259,-0.131144998196126,22.0885,21.93101,21.80978,20.45848,21.22017,0.1529693,0.06296007,0.08425738,0.0388373,0.2830719
1237648721252188441,756,301,3,756,281,6,229.033619488821,-0.126892857829982,24.94122,21.16159,19.64146,17.89435,16.92738,0.6667322,0.0340044,0.01566135,0.007233053,0.01060775
1237648721252188436,756,301,3,756,276,6,229.033264489446,-0.127979863304836,18.93624,17.68023,17.31049,17.1547,17.10397,0.01773425,0.005089093,0.004902833,0.005348598,0.01177953
1237648721252188496,756,301,3,756,336,6,229.031348002795,-0.126168203590434,21.9395,20.70675,20.3875,20.2429,20.14087,0.1384693,0.02430134,0.02624951,0.03282975,0.1140212
1237648721252189360,756,301,3,756,1200,6,229.041181453658,-0.146388778041642,22.59126,21.46355,21.12237,20.96502,20.83626,0.2434883,0.04534234,0.05119507,0.065888,0.233133
1237648721252189365,756,301,3,756,1205,6,229.040117827623,-0.148708255586181,23.66096,22.96089,22.77094,22.891,22.16494,0.5028573,0.142268,0.1904251,0.3056275,0.5397657
1237648721252189359,756,301,3,756,1199,6,229.040112291725,-0.147842050474535,22.45926,21.56978,21.37758,21.18685,21.47005,0.1994739,0.04572053,0.05778178,0.07122631,0.3434423
1237648721252189355,756,301,3,756,1195,6,229.042231951009,-0.147760748949953,21.63733,20.49698,20.14526,20.01723,20.38868,0.1037119,0.02081215,0.02186032,0.02730438,0.1407916
1237648721252189220,756,301,3,756,1060,6,229.014872543999,-0.145281869385214,21.80155,20.66075,20.36679,20.19362,20.05148,0.1307166,0.02480848,0.02764334,0.03429578,0.1156375
1237648721252189219,756,301,3,756,1059,3,229.015291437291,-0.145658527995139,21.51114,20.36311,19.90285,19.7851,19.90963,0.116134,0.02243248,0.02166559,0.02787621,0.1180375
1237648721252190100,756,301,3,756,1940,6,229.017343993397,-0.148570321805288,22.78114,21.49381,21.14212,21.07885,21.16223,0.2820867,0.04583598,0.05059815,0.0703299,0.293315
1237648721252189232,756,301,3,756,1072,6,229.01575308417,-0.146455681947272,24.6167,22.71429,22.12867,22.07742,22.1386,0.690082,0.1174319,0.1096144,0.1545854,0.5281698
1237648721252189226,756,301,3,756,1066,6,229.018478401743,-0.143428217308226,22.39951,21.97798,21.51385,21.583,21.43623,0.192803,0.06306573,0.0645571,0.1006308,0.334688
1237648721252189235,756,301,3,756,1075,6,229.016987434163,-0.14401391001513,24.00615,23.65183,22.75166,21.87209,22.36097,0.6599094,0.2768384,0.2073587,0.1448775,0.6594159
1237648721252189263,756,301,3,756,1103,6,229.019486720648,-0.151934661347661,24.51315,22.49565,22.08662,21.75853,21.62264,0.7636034,0.1029781,0.1133357,0.1266172,0.4184276
1237648721252189262,756,301,3,756,1102,6,229.021268536077,-0.152374704843695,23.41007,22.01147,21.68933,21.53881,21.06787,0.4485548,0.06833478,0.07996629,0.1042081,0.268961
1237648721252189229,756,301,3,756,1069,6,229.020429327318,-0.144053555181196,24.01908,21.71432,21.39373,21.13802,20.9896,0.6076346,0.05111274,0.05867057,0.06899955,0.2381293
1237648721252190898,756,301,3,756,2738,3,229.021299638183,-0.146727187368452,24.58248,22.85634,22.47936,22.34925,21.18597,0.764658,0.1449284,0.1669227,0.2232607,0.316471
1237648721252190892,756,301,3,756,2732,6,229.020188670819,-0.148841150924242,22.81853,22.09851,21.85136,21.81987,21.58391,0.2789979,0.07200573,0.09055036,0.1310002,0.3982175
1237648721252190899,756,301,3,756,2739,3,229.02029053098,-0.146230542314672,24.32729,23.27731,23.60145,22.66704,22.46332,0.6655318,0.1839243,0.3679814,0.2543777,0.6055003
1237648721252190883,756,301,3,756,2723,3,229.01881834211,-0.145390388596625,23.39313,22.77124,22.48502,23.13856,22.81749,0.4899359,0.1401678,0.1767548,0.4472189,0.7690295
1237648721252190099,756,301,3,756,1939,6,229.018062932086,-0.14869318973573,22.61277,21.78453,21.38324,21.49741,21.33451,0.2266503,0.0538312,0.05776314,0.09329271,0.3066828
1237648721252190942,756,301,3,756,2782,6,229.027916261977,-0.155492987508295,24.66202,22.34219,22.08716,21.80669,21.80243,0.6785126,0.08398637,0.1052178,0.1217562,0.4365553
1237648721252188497,756,301,3,756,337,6,229.031813786259,-0.145746796311659,21.6902,20.72573,20.38246,20.32798,20.5782,0.1114341,0.02452961,0.02610166,0.03499523,0.1656109
1237648721252188512,756,301,3,756,352,6,229.029402301268,-0.146674357030622,21.92591,20.94415,20.60227,20.42176,20.55827,0.1334919,0.02847555,0.0307886,0.03765786,0.1616532
1237648721252190946,756,301,3,756,2786,6,229.028098096503,-0.151093831765161,23.6293,22.21509,21.82443,21.6211,21.08289,0.6087957,0.09409875,0.1050533,0.1323569,0.323248
1237648721252190932,756,301,3,756,2772,6,229.027241417381,-0.14808166287857,22.93621,21.60699,21.34538,21.13728,21.23621,0.3067707,0.04917312,0.05954831,0.07348335,0.3136734
1237648721252190934,756,301,3,756,2774,6,229.025268235731,-0.148439923063882,23.83137,22.51989,22.21296,22.2574,22.14625,0.5556485,0.09975065,0.1196156,0.1842849,0.5472473
1237648721252189264,756,301,3,756,1104,6,229.021851147488,-0.154814768855568,24.92255,22.87012,22.42557,22.37351,21.64225,0.6788275,0.1330683,0.14243,0.2003955,0.3936544
1237648721252190921,756,301,3,756,2761,6,229.024872570248,-0.154934836197562,24.41183,23.72623,23.13245,22.41675,21.95306,0.6858469,0.2671152,0.257276,0.2061705,0.4797213
1237648721252190922,756,301,3,756,2762,3,229.024489683521,-0.154084908253617,23.96498,22.78477,22.32045,23.4029,22.48918,0.8845015,0.1873197,0.1991273,0.7113436,0.9803569
1237648721252190933,756,301,3,756,2773,3,229.025915262833,-0.14967526150226,22.97424,22.74395,22.07438,22.15818,22.08267,0.3250126,0.1261359,0.1123492,0.1795878,0.5615853
1237648721252188511,756,301,3,756,351,3,229.036502675941,-0.147209735883224,21.62369,20.52386,20.28196,20.16859,20.15261,0.1262044,0.02469496,0.02930766,0.03864239,0.148146
1237648721252188494,756,301,3,756,334,6,229.0352305059,-0.146955174165295,21.81529,20.65644,20.32966,20.25927,20.39191,0.1233949,0.02339223,0.02509968,0.03316229,0.1412637
1237648721252190966,756,301,3,756,2806,3,229.03382599893,-0.151743342065993,23.04484,22.35267,21.80441,21.97937,21.22448,0.3736128,0.09958932,0.09841992,0.1717008,0.343773
1237648721252189361,756,301,3,756,1201,3,229.037604272419,-0.150335937728987,23.04681,21.68924,21.26469,21.26514,21.53815,0.3293386,0.05116535,0.05420604,0.07925666,0.3786355
1237648721252189354,756,301,3,756,1194,6,229.036500708135,-0.14972599260559,21.20095,19.96896,19.90599,19.89607,19.97726,0.07589923,0.01498164,0.01862013,0.02525078,0.1004949
1237648721252190915,756,301,3,756,2755,6,229.024444141225,-0.0924018388626133,23.79046,23.0048,23.01685,22.51172,21.85588,0.535666,0.1488078,0.2314469,0.22343,0.453237
1237648721252190923,756,301,3,756,2763,6,229.025345515488,-0.0947368760977216,22.95955,22.22477,21.86132,21.50947,20.9332,0.3005673,0.07745729,0.08637489,0.09434064,0.2231335
1237648721252189303,756,301,3,756,1143,6,229.031013534404,-0.0926228185155931,22.39534,21.27625,20.9696,20.77742,21.21475,0.1932867,0.03770934,0.04186346,0.05109333,0.283059
1237648721252190134,756,301,3,756,1974,6,229.029711739783,-0.0944996318293049,23.17859,21.35727,21.09339,20.93182,21.02135,0.3670636,0.03907738,0.04544299,0.05758293,0.2431283
1237648721252189298,756,301,3,756,1138,6,229.026112359356,-0.0848886082954758,22.37551,21.19303,20.97183,20.83756,20.76032,0.1897271,0.03484887,0.04143067,0.05317564,0.1917848
1237648721252189308,756,301,3,756,1148,6,229.025882042647,-0.0865943788070998,22.75426,22.22944,21.6733,21.61388,22.31985,0.2653205,0.08083263,0.07600545,0.1063703,0.5940285
1237648721252189293,756,301,3,756,1133,6,229.026678150373,-0.0858762456860475,21.89502,19.42879,18.29726,17.82201,17.5488,0.1292115,0.01091714,0.007149995,0.006945378,0.01541556
1237648721252189310,756,301,3,756,1150,6,229.027470265863,-0.0874015240189398,23.06628,22.46274,22.1193,21.87832,21.23123,0.3373776,0.09656145,0.110411,0.1329253,0.2940988
1237648721252189299,756,301,3,756,1139,6,229.025582681418,-0.0871833424302644,22.23013,21.16958,20.81434,20.79772,20.57786,0.1723994,0.03501692,0.03716973,0.05246789,0.168921
1237648721252190938,756,301,3,756,2778,3,229.028546740244,-0.0911184324579687,23.23375,22.00974,21.62874,21.51448,21.241,0.4187327,0.07241885,0.08001544,0.1081828,0.3342099
1237648721252190940,756,301,3,756,2780,6,229.026441609441,-0.0914203725833317,24.52301,22.90966,22.22587,22.51002,21.97951,0.6906292,0.1374068,0.118134,0.2230209,0.4873702
1237648721252190133,756,301,3,756,1973,6,229.028407685811,-0.0953251101999784,22.10178,21.00245,20.68033,20.52406,20.07147,0.155318,0.03092379,0.03377226,0.04244411,0.1106619
1237648721252190941,756,301,3,756,2781,6,229.027953464226,-0.0914270417327225,23.89375,22.67949,22.19599,22.17913,22.62701,0.6310675,0.1246036,0.1263385,0.1855294,0.6951805
1237648721252190939,756,301,3,756,2779,6,229.027498250839,-0.0911799825959597,24.38453,22.86319,22.12729,22.07087,21.80819,0.6897851,0.1325951,0.1091621,0.1534539,0.4390684
1237648721252189385,756,301,3,756,1225,3,229.041969119456,-0.0935838087697903,21.53709,19.60547,18.54728,18.1109,17.78915,0.1313802,0.01441776,0.009332835,0.009341825,0.02387668
1237648721252189309,756,301,3,756,1149,3,229.036451603062,-0.0883620739446433,23.35389,22.12373,21.53721,21.53295,22.28819,0.4955484,0.08586889,0.08028135,0.1200372,0.7194985
1237648721252189314,756,301,3,756,1154,6,229.040156145021,-0.0891799237576808,24.18206,22.96029,22.437,22.14732,22.89618,0.7114787,0.1589039,0.1580076,0.1835067,0.7155606
1237648721252189316,756,301,3,756,1156,6,229.037824711193,-0.0868049490774877,24.32372,23.07262,22.71071,22.33684,21.71197,0.6687403,0.1569498,0.1793775,0.192329,0.409808
1237648721252189318,756,301,3,756,1158,6,229.037144521734,-0.0872174908363224,24.00271,23.31862,23.45193,23.07668,21.97851,0.6079233,0.1937438,0.3306499,0.3532904,0.4881476
1237648721252190995,756,301,3,756,2835,6,229.037845943124,-0.0951558873448485,23.98896,22.55041,21.91432,22.19354,21.08426,0.6691514,0.1141488,0.102077,0.1953204,0.2904886
1237648721252190984,756,301,3,756,2824,6,229.036022270673,-0.0944279652221241,25.60467,23.20724,23.06611,22.37917,21.75944,0.5010646,0.186171,0.2591545,0.2158743,0.4576863
1237648721252189387,756,301,3,756,1227,6,229.039975671096,-0.0931950009842902,24.15087,22.42014,21.92398,21.47331,21.07622,0.7205892,0.1017722,0.102941,0.1039015,0.2871518
1237648721252190996,756,301,3,756,2836,6,229.037906511585,-0.0920337050183871,22.89458,22.20692,21.68371,21.66333,21.80004,0.2942435,0.07811289,0.07583237,0.1103643,0.448252
1237648721252190119,756,301,3,756,1959,6,229.027331523243,-0.0768487532297659,21.6257,20.67638,20.31525,20.16343,20.04853,0.105997,0.02399096,0.024924,0.03121368,0.1066108
1237648721252190142,756,301,3,756,1982,6,229.031135700679,-0.0769165917849338,23.14039,21.95665,21.59557,21.52964,21.5847,0.3744896,0.06526422,0.07245138,0.1016803,0.3986308
1237648721252190121,756,301,3,756,1961,6,229.027189880128,-0.0817666464754509,22.7978,21.29364,20.91982,20.97686,20.86738,0.2672844,0.03737123,0.03955988,0.05996985,0.2119798
1237648721252190122,756,301,3,756,1962,6,229.027565442319,-0.081177725228914,23.17982,21.92531,21.56221,21.47681,21.27632,0.37083,0.06312414,0.06867512,0.09356146,0.3015254
1237648721252189317,756,301,3,756,1157,6,229.034920173622,-0.082878161255445,24.34659,23.87667,22.79235,22.72737,22.81184,0.6840376,0.2965525,0.1932277,0.2681605,0.6367104
1237648721252189315,756,301,3,756,1155,6,229.032962628994,-0.0828674915988339,23.8895,23.43286,22.86783,22.44368,22.58682,0.5761069,0.2122638,0.2064443,0.2116937,0.6245337
1237648721252189307,756,301,3,756,1147,6,229.036397075954,-0.0838641877047731,23.70089,21.76577,21.31577,21.32211,22.28184,0.6215284,0.06430107,0.06622815,0.09968811,0.7119721
1237648721252189301,756,301,3,756,1141,6,229.032151038115,-0.084220400919248,21.99241,21.20333,20.91529,20.94791,20.88255,0.1404568,0.03477924,0.03945095,0.05860174,0.2155164
1237648721252189297,756,301,3,756,1137,6,229.03289301161,-0.0860120741683171,22.09511,20.8815,20.55873,20.47702,20.37794,0.1511252,0.02759746,0.02988173,0.03950952,0.1396057
1237648721252189291,756,301,3,756,1131,6,229.035459201482,-0.086129258300978,19.64484,18.20053,17.57183,17.28754,17.1449,0.02637292,0.006134768,0.005318953,0.005604235,0.01206827
1237648721252189305,756,301,3,756,1145,6,229.034316370322,-0.0849421342783033,24.15407,23.42601,21.31294,21.05097,22.11318,0.6880088,0.2282461,0.05903252,0.06981992,0.5754575
1237648721252189302,756,301,3,756,1142,6,229.030263433652,-0.0869272247031683,22.29626,21.3376,20.90564,20.82256,20.7695,0.1804345,0.03881118,0.03927293,0.05292987,0.1964705
1237648721252189300,756,301,3,756,1140,6,229.028770009425,-0.0869507362733013,22.29519,22.13656,21.71142,21.45722,21.06691,0.1761923,0.07424577,0.07735109,0.09083494,0.2506503
1237648721252189304,756,301,3,756,1144,3,229.034444674623,-0.0899293248336108,24.27178,21.92023,20.8156,20.36901,19.9525,0.9008899,0.08010348,0.04839017,0.04897434,0.1361668
1237648721252189296,756,301,3,756,1136,6,229.031570004226,-0.0910395992903884,22.17226,21.0642,20.80804,20.63498,20.58859,0.1653165,0.03229258,0.03709613,0.04609358,0.1717841
1237648721252189292,756,301,3,756,1132,6,229.032378769519,-0.0924165303033982,21.67174,19.26275,18.20836,17.82891,17.60811,0.1091166,0.01020784,0.006900745,0.006994457,0.01597668
1237648721252189295,756,301,3,756,1135,6,229.032462364733,-0.091891693755396,21.94905,20.60842,20.17062,20.06826,20.05298,0.1433,0.02361234,0.02406634,0.03088009,0.1133777
1237648721252189306,756,301,3,756,1146,6,229.031103685339,-0.0889681109554871,23.73392,22.08295,21.57677,21.35391,21.59156,0.5354843,0.0712007,0.06983476,0.08467055,0.3883626
1237648721252189311,756,301,3,756,1151,6,229.033654079649,-0.0881258616563666,24.34058,22.81035,22.3028,22.04083,22.07275,0.6813284,0.1271739,0.1269661,0.1497133,0.549186
1237648721252189294,756,301,3,756,1134,6,229.033192767594,-0.0892378026020817,20.59096,19.05922,18.45477,18.22729,18.09922,0.0488953,0.009023257,0.007712562,0.00844183,0.02229344
1237648721252189313,756,301,3,756,1153,6,229.031807397934,-0.087506513572842,24.24242,23.47062,22.55864,22.59776,22.33284,0.6705686,0.2191706,0.1582183,0.2404724,0.5802284
1237648721252189469,756,301,3,756,1309,3,229.060595956358,-0.0945535154310178,22.89558,21.24983,20.96778,20.7897,20.76707,0.3305941,0.03973548,0.04707882,0.05960073,0.2278616
1237648721252189468,756,301,3,756,1308,6,229.060199705058,-0.0949086499106476,23.33938,21.38743,19.98673,19.12138,18.72628,0.4045087,0.04062646,0.01968568,0.01442073,0.03584616
1237648721252191099,756,301,3,756,2939,6,229.059528679184,-0.0926527346505533,24.93411,22.98375,22.16877,21.97285,21.39452,0.6610637,0.1461996,0.1126591,0.1409623,0.3249379
1237648721252189393,756,301,3,756,1233,6,229.050711322857,-0.0774153321881181,23.94745,22.26407,22.0524,21.62398,22.44576,0.6347657,0.08639258,0.1108979,0.1138952,0.6656066
1237648721252191032,756,301,3,756,2872,6,229.048265765426,-0.082767569044645,23.67896,22.94633,22.25447,22.06019,22.07247,0.5243274,0.1477433,0.1277558,0.1606628,0.5452448
1237648721252189391,756,301,3,756,1231,6,229.049110214137,-0.0789046518624301,22.2551,21.46782,21.04025,21.0697,20.94313,0.1721671,0.04255092,0.04370128,0.06475145,0.2246942
1237648721252191048,756,301,3,756,2888,6,229.050063592843,-0.0832106616052236,23.39705,22.9729,22.98297,22.49625,22.79576,0.459312,0.1569625,0.2665706,0.2692795,0.7317814
1237648721252189390,756,301,3,756,1230,6,229.049498506148,-0.0809264748111694,21.62695,20.48385,20.00264,19.78003,19.83128,0.1046669,0.0208247,0.01970013,0.022939,0.08776189
1237648721252188731,756,301,3,756,571,6,229.05499338501,-0.0831698535012564,25.57551,23.27478,21.98631,21.30133,22.10411,0.5130965,0.2036867,0.1047969,0.08592112,0.5760939
1237648721252191081,756,301,3,756,2921,3,229.054616327487,-0.0811017959928064,23.66616,22.2061,21.60478,21.40409,22.28588,0.9512649,0.1423693,0.1326126,0.1707878,1.164199
1237648721252189392,756,301,3,756,1232,3,229.051240733844,-0.0803497339587541,25.11548,22.90267,21.74062,21.35498,21.21585,0.7277864,0.1618117,0.09203951,0.0990266,0.3418128
1237648721252189394,756,301,3,756,1234,6,229.051750640368,-0.0801933459611268,24.48375,22.86826,22.17303,21.91415,22.53215,0.8113427,0.1556256,0.1341607,0.1599675,0.7360107
1237648721252190229,756,301,3,756,2069,6,229.048564097952,-0.0945938800036116,22.51005,21.76232,21.40059,21.27835,20.99698,0.2133237,0.05421188,0.05955303,0.07863883,0.2401811
1237648721252188715,756,301,3,756,555,6,229.052127603195,-0.0902762038098594,18.67957,17.49829,17.02904,16.86872,16.80555,0.01516744,0.004814026,0.004509346,0.00490457,0.00994009
1237648721252191062,756,301,3,756,2902,6,229.051691610786,-0.0937940640117274,23.69004,23.1123,22.48592,22.55951,22.21824,0.5032578,0.1624041,0.1484153,0.2324375,0.5543585
1237648721252188717,756,301,3,756,557,6,229.05022828923,-0.0890726500821863,24.10094,22.84835,22.20961,22.03561,21.8168,0.6597425,0.137924,0.1247351,0.1589476,0.4736989
1237648721252190239,756,301,3,756,2079,3,229.048631456156,-0.0866922420595841,25.43843,24.82284,22.2428,23.21659,22.01258,0.6593379,0.6111982,0.1523682,0.5107641,0.648486
1237648721252191043,756,301,3,756,2883,6,229.049790181305,-0.0916794340869591,24.49633,22.93759,22.179,22.16357,21.83379,0.7626119,0.154551,0.1260738,0.1866089,0.5038253
1237648721252190238,756,301,3,756,2078,6,229.049447868337,-0.0861181981057182,22.23778,21.42669,21.06868,20.83106,20.80612,0.1778432,0.04282356,0.04720198,0.05636545,0.2150736
1237648721252188716,756,301,3,756,556,6,229.053958716329,-0.092262777822024,21.86523,20.69919,20.3277,20.19277,20.16815,0.125709,0.02412837,0.02487607,0.03130948,0.1160448
1237648721252188732,756,301,3,756,572,6,229.056321917459,-0.0840017027101281,23.08216,22.54124,22.05838,23.58715,22.24213,0.3503728,0.1021338,0.1049409,0.4914386,0.5571858
1237648721252188735,756,301,3,756,575,6,229.056667166571,-0.084401501724966,23.72929,22.28629,21.86462,21.75654,21.77447,0.5440994,0.08492152,0.09047801,0.1212887,0.4506114
1237648721252188733,756,301,3,756,573,6,229.05436641203,-0.0845687155171713,24.61018,22.5215,21.96886,21.94884,21.94821,0.6888634,0.09915376,0.09513725,0.1381486,0.4786768
1237648721252188729,756,301,3,756,569,6,229.055805630709,-0.0866247824334895,18.83415,17.75694,17.35185,17.20591,17.13462,0.01650239,0.005225809,0.00495831,0.00545238,0.011981
1237648721252188730,756,301,3,756,570,6,229.055782926426,-0.0884816145009989,21.48349,20.5046,20.15385,20.05934,19.85996,0.09324864,0.02116168,0.02199779,0.0282883,0.08989493
1237648721252188736,756,301,3,756,576,6,229.053504178199,-0.0859083766051141,23.14816,23.28123,23.24256,22.24421,21.19347,0.3745622,0.2008045,0.3011596,0.1933766,0.3016069
1237648721252188718,756,301,3,756,558,3,229.053109237886,-0.0882959736814449,24.70741,22.92189,22.46707,21.65903,21.53884,0.8997748,0.182185,0.1953737,0.1464228,0.4977154
1237648721252190988,756,301,3,756,2828,3,229.036695568256,-0.0707404349473546,24.0925,22.45467,22.19666,21.6132,20.82909,0.8613692,0.1281567,0.1610861,0.1460465,0.2908987
1237648721252190162,756,301,3,756,2002,6,229.031237039358,-0.0620760659713563,23.91084,22.97032,22.34215,22.27725,22.37425,0.5888548,0.1480322,0.133581,0.1881246,0.6056209
1237648721252190158,756,301,3,756,1998,6,229.032619762885,-0.0638613497006395,21.49608,20.55119,20.17696,20.03241,20.15561,0.09477133,0.02194686,0.02237386,0.02786912,0.1158288
1237648721252190146,756,301,3,756,1986,6,229.032560983398,-0.0696016720017819,22.3063,21.44878,21.23184,21.07642,21.09766,0.1838111,0.0427131,0.05226764,0.06719202,0.2653271
1237648721252190145,756,301,3,756,1985,3,229.032340491021,-0.0677380950930178,20.93123,20.02338,19.34448,19.00745,18.93386,0.09487482,0.02190896,0.01847572,0.02084112,0.07532124
1237648721252188679,756,301,3,756,519,6,229.042702919292,-0.0697407569905231,22.03026,21.02669,20.76486,20.78386,20.80257,0.1644334,0.03604858,0.04231661,0.06090829,0.2304987
1237648721252188680,756,301,3,756,520,6,229.042209769623,-0.0690019662612343,21.95266,20.77551,20.42424,20.26309,20.33952,0.1370238,0.02582834,0.02713316,0.03358433,0.1361121
1237648721252188678,756,301,3,756,518,6,229.042095197381,-0.0699373891427832,21.82156,20.55171,19.99218,19.80678,19.7804,0.1242561,0.02231695,0.01977691,0.02355195,0.08423957
1237648721252190990,756,301,3,756,2830,6,229.036761138017,-0.067063509281332,24.26512,23.16509,22.22106,22.29248,22.23673,0.7694462,0.1966029,0.1372727,0.2196685,0.6630092
1237648721252190209,756,301,3,756,2049,6,229.047660790406,-0.0759826501451217,25.07833,24.5438,22.52088,21.75595,22.45838,0.7377779,0.5212888,0.1789158,0.1382452,0.7188593
1237648721252190208,756,301,3,756,2048,6,229.047554451079,-0.0743812813339424,23.74924,22.17964,21.79132,21.77211,21.5492,0.6005001,0.08423229,0.09213998,0.1361599,0.4214195
1237648721252190210,756,301,3,756,2050,6,229.047228224538,-0.0737196171710958,23.55546,23.10036,22.33275,21.84466,21.96636,0.478993,0.1618542,0.129955,0.1268113,0.4842889
1237648721252191009,756,301,3,756,2849,6,229.040390194447,-0.07368069366556,24.73289,22.5572,22.06407,21.90858,22.39429,0.700949,0.1027847,0.1029228,0.1337969,0.5926444
1237648721252191334,756,301,3,756,3174,6,229.041971633892,-0.0756635084371828,25.85971,23.99884,22.81312,22.76159,22.3089,0.3919296,0.3223536,0.1959907,0.2746024,0.5746502
1237648721252189389,756,301,3,756,1229,6,229.04696145338,-0.0780088780303283,21.43088,20.25475,19.76133,19.6146,19.45068,0.09123932,0.01805113,0.01671795,0.02042324,0.0640891
1237648721252190207,756,301,3,756,2047,6,229.045668291597,-0.075529279715346,21.71294,20.56575,20.19807,20.08527,19.87616,0.1117132,0.02194945,0.02266929,0.02877538,0.09005871
1237648721252189324,756,301,3,756,1164,6,229.029675929581,-0.0717849929447295,20.22209,19.01467,19.03359,19.07729,19.23381,0.03813453,0.008851858,0.01051976,0.0141137,0.05374647
1237648721252190141,756,301,3,756,1981,6,229.031844438443,-0.0752488966992755,22.43633,21.57496,21.25231,21.23109,21.34495,0.2002753,0.0462337,0.05178973,0.07439453,0.3140113
1237648721252190967,756,301,3,756,2807,3,229.033383523434,-0.0718765037809468,22.91909,22.20733,21.37012,20.99558,21.04558,0.3832073,0.1011122,0.07549664,0.08272797,0.3379574
1237648721252190976,756,301,3,756,2816,3,229.035150773327,-0.0794641752830819,24.09391,21.72657,21.16263,20.87318,20.08674,0.9455656,0.07347661,0.07098477,0.08401436,0.1680813
1237648721252190985,756,301,3,756,2825,6,229.03617762838,-0.0762466093497673,24.42328,22.18972,21.84877,21.73346,21.93034,0.7443771,0.0812837,0.092912,0.1255419,0.5211313
1237648721252190143,756,301,3,756,1983,6,229.03280226739,-0.0760496971731014,24.54728,23.20325,22.91302,22.12672,22.24477,0.7345787,0.1872302,0.2279042,0.1723458,0.5964359
1237648721252189386,756,301,3,756,1226,6,229.04191034632,-0.0911334658896511,22.93191,21.69327,21.31169,21.08959,21.38498,0.300048,0.05106587,0.05482934,0.06634435,0.3257984
1237648721252190204,756,301,3,756,2044,6,229.045445750332,-0.0883432710762404,22.33352,21.3079,20.95972,21.01457,20.68949,0.1816307,0.03747278,0.04077825,0.06160107,0.1825504
1237648721252190205,756,301,3,756,2045,3,229.046213818515,-0.0868199190717167,25.50748,24.40851,22.52161,23.57324,22.92411,0.6025521,0.5022495,0.1856694,0.6054175,0.7876673
1237648721252189312,756,301,3,756,1152,6,229.039475161755,-0.0878019882388241,25.17021,22.54351,22.12801,21.9337,22.61175,0.6514139,0.1093028,0.1182135,0.1494436,0.6908137
1237648721252190178,756,301,3,756,2018,6,229.039932610115,-0.084131426896912,23.24231,21.93816,21.48861,21.55236,21.53279,0.3823638,0.06201592,0.06354671,0.09854683,0.3666499
1237648721252191013,756,301,3,756,2853,3,229.042267513225,-0.0850519548725273,25.0868,22.38477,21.77079,21.68327,21.32731,0.82994,0.1175838,0.1066288,0.1577416,0.4213705
1237648721252191012,756,301,3,756,2852,6,229.041949468434,-0.0874588893430213,23.38282,22.07617,21.62795,21.45984,21.58057,0.4206132,0.07043386,0.07285561,0.09303369,0.3862416
1237648721252190174,756,301,3,756,2014,6,229.039480559602,-0.0829947355369043,21.83096,20.66726,20.26595,20.11958,20.17204,0.1221808,0.02370872,0.02385355,0.02970966,0.11698
1237648721252190175,756,301,3,756,2015,6,229.040181304499,-0.0824626794569558,21.8968,20.88939,20.51477,20.4225,20.36338,0.1335363,0.02857458,0.02972299,0.03932929,0.1441792
