objid,ra,dec,u,g,r,i,z
1237648721252190949,229.028870896128,-0.157936085903845,23.92193,23.26435,22.52492,22.53369,22.61792
1237648721252191325,229.030608576329,-0.156925729397976,25.34957,25.03069,22.77364,23.50365,22.37307
1237648721252188619,229.026347181186,-0.159292685339073,24.45392,22.70426,22.21021,21.89007,21.92801
1237648721252188497,229.031813786259,-0.145746796311659,21.6902,20.72573,20.38246,20.32798,20.5782
1237648721252188512,229.029402301268,-0.146674357030622,21.92591,20.94415,20.60227,20.42176,20.55827
1237648721252190946,229.028098096503,-0.151093831765161,23.6293,22.21509,21.82443,21.6211,21.08289
1237648721252190932,229.027241417381,-0.14808166287857,22.93621,21.60699,21.34538,21.13728,21.23621
1237648721252190934,229.025268235731,-0.148439923063882,23.83137,22.51989,22.21296,22.2574,22.14625
1237648721252189264,229.021851147488,-0.154814768855568,24.92255,22.87012,22.42557,22.37351,21.64225
1237648721252190921,229.024872570248,-0.154934836197562,24.41183,23.72623,23.13245,22.41675,21.95306
1237648721252190166,229.033381289431,-0.157698953313444,25.01597,22.86245,22.86062,22.78445,22.66296
1237648721252190164,229.031765381345,-0.159359700616407,25.11466,22.31682,21.04199,19.68508,18.94339
1237648721252190165,229.033300444851,-0.159450768928781,21.92268,20.70282,20.35264,20.29293,20.16849
1237648721252188494,229.0352305059,-0.146955174165295,21.81529,20.65644,20.32966,20.25927,20.39191
1237648721252190972,229.03480984628,-0.15442664693872,23.28462,22.00978,21.72591,21.71021,20.9984
1237648721252189363,229.040151994881,-0.153630579520949,23.51665,22.17422,21.92875,21.72121,21.47489
1237648721252189354,229.036500708135,-0.14972599260559,21.20095,19.96896,19.90599,19.89607,19.97726
1237648721252190190,229.042887015728,-0.156675055589954,21.67231,20.79633,20.38684,20.31342,20.50452
1237648721252190186,229.041102074871,-0.158859609637823,21.79799,20.82399,20.36857,20.3153,20.38752
1237648721252190979,229.036026887484,-0.159746874716601,22.70771,21.9621,21.60532,21.36209,21.86625
1237648721252190187,229.039882684981,-0.158458920650492,24.6036,24.02641,23.54435,22.70215,22.94069
1237648721252190915,229.024444141225,-0.0924018388626133,23.79046,23.0048,23.01685,22.51172,21.85588
1237648721252190923,229.025345515488,-0.0947368760977216,22.95955,22.22477,21.86132,21.50947,20.9332
1237648721252189303,229.031013534404,-0.0926228185155931,22.39534,21.27625,20.9696,20.77742,21.21475
1237648721252190134,229.029711739783,-0.0944996318293049,23.17859,21.35727,21.09339,20.93182,21.02135
1237648721252189298,229.026112359356,-0.0848886082954758,22.37551,21.19303,20.97183,20.83756,20.76032
1237648721252189308,229.025882042647,-0.0865943788070998,22.75426,22.22944,21.6733,21.61388,22.31985
1237648721252189293,229.026678150373,-0.0858762456860475,21.89502,19.42879,18.29726,17.82201,17.5488
1237648721252189310,229.027470265863,-0.0874015240189398,23.06628,22.46274,22.1193,21.87832,21.23123
1237648721252189299,229.025582681418,-0.0871833424302644,22.23013,21.16958,20.81434,20.79772,20.57786
1237648721252190940,229.026441609441,-0.0914203725833317,24.52301,22.90966,22.22587,22.51002,21.97951
1237648721252190133,229.028407685811,-0.0953251101999784,22.10178,21.00245,20.68033,20.52406,20.07147
1237648721252190941,229.027953464226,-0.0914270417327225,23.89375,22.67949,22.19599,22.17913,22.62701
1237648721252190939,229.027498250839,-0.0911799825959597,24.38453,22.86319,22.12729,22.07087,21.80819
1237648721252189314,229.040156145021,-0.0891799237576808,24.18206,22.96029,22.437,22.14732,22.89618
1237648721252189316,229.037824711193,-0.0868049490774877,24.32372,23.07262,22.71071,22.33684,21.71197
1237648721252189318,229.037144521734,-0.0872174908363224,24.00271,23.31862,23.45193,23.07668,21.97851
1237648721252190995,229.037845943124,-0.0951558873448485,23.98896,22.55041,21.91432,22.19354,21.08426
1237648721252190984,229.036022270673,-0.0944279652221241,25.60467,23.20724,23.06611,22.37917,21.75944
1237648721252189387,229.039975671096,-0.0931950009842902,24.15087,22.42014,21.92398,21.47331,21.07622
1237648721252190996,229.037906511585,-0.0920337050183871,22.89458,22.20692,21.68371,21.66333,21.80004
1237648721252190119,229.027331523243,-0.0768487532297659,21.6257,20.67638,20.31525,20.16343,20.04853
1237648721252190142,229.031135700679,-0.0769165917849338,23.14039,21.95665,21.59557,21.52964,21.5847
1237648721252190121,229.027189880128,-0.0817666464754509,22.7978,21.29364,20.91982,20.97686,20.86738
1237648721252190122,229.027565442319,-0.081177725228914,23.17982,21.92531,21.56221,21.47681,21.27632
1237648721252189317,229.034920173622,-0.082878161255445,24.34659,23.87667,22.79235,22.72737,22.81184
1237648721252189315,229.032962628994,-0.0828674915988339,23.8895,23.43286,22.86783,22.44368,22.58682
1237648721252189307,229.036397075954,-0.0838641877047731,23.70089,21.76577,21.31577,21.32211,22.28184
1237648721252189301,229.032151038115,-0.084220400919248,21.99241,21.20333,20.91529,20.94791,20.88255
1237648721252189297,229.03289301161,-0.0860120741683171,22.09511,20.8815,20.55873,20.47702,20.37794
1237648721252189291,229.035459201482,-0.086129258300978,19.64484,18.20053,17.57183,17.28754,17.1449
1237648721252189305,229.034316370322,-0.0849421342783033,24.15407,23.42601,21.31294,21.05097,22.11318
1237648721252189302,229.030263433652,-0.0869272247031683,22.29626,21.3376,20.90564,20.82256,20.7695
1237648721252189300,229.028770009425,-0.0869507362733013,22.29519,22.13656,21.71142,21.45722,21.06691
1237648721252189296,229.031570004226,-0.0910395992903884,22.17226,21.0642,20.80804,20.63498,20.58859
1237648721252189292,229.032378769519,-0.0924165303033982,21.67174,19.26275,18.20836,17.82891,17.60811
1237648721252189295,229.032462364733,-0.091891693755396,21.94905,20.60842,20.17062,20.06826,20.05298
1237648721252189306,229.031103685339,-0.0889681109554871,23.73392,22.08295,21.57677,21.35391,21.59156
1237648721252189311,229.033654079649,-0.0881258616563666,24.34058,22.81035,22.3028,22.04083,22.07275
1237648721252189294,229.033192767594,-0.0892378026020817,20.59096,19.05922,18.45477,18.22729,18.09922
1237648721252189313,229.031807397934,-0.087506513572842,24.24242,23.47062,22.55864,22.59776,22.33284
1237648721252191102,229.061421082111,-0.0886248872390001,23.19675,22.24979,21.8337,21.53417,22.00451
1237648721252189468,229.060199705058,-0.0949086499106476,23.33938,21.38743,19.98673,19.12138,18.72628
1237648721252191099,229.059528679184,-0.0926527346505533,24.93411,22.98375,22.16877,21.97285,21.39452
1237648721252191103,229.062204150961,-0.0900315812780283,23.80601,22.46362,21.8466,21.7988,21.71558
1237648721252189393,229.050711322857,-0.0774153321881181,23.94745,22.26407,22.0524,21.62398,22.44576
1237648721252191032,229.048265765426,-0.082767569044645,23.67896,22.94633,22.25447,22.06019,22.07247
1237648721252189391,229.049110214137,-0.0789046518624301,22.2551,21.46782,21.04025,21.0697,20.94313
1237648721252191048,229.050063592843,-0.0832106616052236,23.39705,22.9729,22.98297,22.49625,22.79576
1237648721252189390,229.049498506148,-0.0809264748111694,21.62695,20.48385,20.00264,19.78003,19.83128
1237648721252188734,229.056798624473,-0.0825962014349982,24.85258,22.26268,21.98583,21.78843,21.67058
1237648721252191080,229.055632323562,-0.0799699580432291,22.70199,22.25805,21.93842,21.71986,22.25247
1237648721252188731,229.05499338501,-0.0831698535012564,25.57551,23.27478,21.98631,21.30133,22.10411
1237648721252189394,229.051750640368,-0.0801933459611268,24.48375,22.86826,22.17303,21.91415,22.53215
1237648721252190229,229.048564097952,-0.0945938800036116,22.51005,21.76232,21.40059,21.27835,20.99698
1237648721252188715,229.052127603195,-0.0902762038098594,18.67957,17.49829,17.02904,16.86872,16.80555
1237648721252191062,229.051691610786,-0.0937940640117274,23.69004,23.1123,22.48592,22.55951,22.21824
1237648721252188717,229.05022828923,-0.0890726500821863,24.10094,22.84835,22.20961,22.03561,21.8168
1237648721252191043,229.049790181305,-0.0916794340869591,24.49633,22.93759,22.179,22.16357,21.83379
1237648721252190238,229.049447868337,-0.0861181981057182,22.23778,21.42669,21.06868,20.83106,20.80612
1237648721252188716,229.053958716329,-0.092262777822024,21.86523,20.69919,20.3277,20.19277,20.16815
1237648721252188732,229.056321917459,-0.0840017027101281,23.08216,22.54124,22.05838,23.58715,22.24213
1237648721252188735,229.056667166571,-0.084401501724966,23.72929,22.28629,21.86462,21.75654,21.77447
1237648721252188733,229.05436641203,-0.0845687155171713,24.61018,22.5215,21.96886,21.94884,21.94821
1237648721252188729,229.055805630709,-0.0866247824334895,18.83415,17.75694,17.35185,17.20591,17.13462
1237648721252188730,229.055782926426,-0.0884816145009989,21.48349,20.5046,20.15385,20.05934,19.85996
1237648721252188736,229.053504178199,-0.0859083766051141,23.14816,23.28123,23.24256,22.24421,21.19347
1237648721252190160,229.033861057088,-0.0572217115244223,22.24669,20.9569,20.62855,20.51778,20.3575
1237648721252190161,229.034030040142,-0.0592371747342765,24.1883,22.29104,21.8541,21.76251,22.29663
1237648721252190162,229.031237039358,-0.0620760659713563,23.91084,22.97032,22.34215,22.27725,22.37425
1237648721252190158,229.032619762885,-0.0638613497006395,21.49608,20.55119,20.17696,20.03241,20.15561
1237648721252190146,229.032560983398,-0.0696016720017819,22.3063,21.44878,21.23184,21.07642,21.09766
1237648721252188679,229.042702919292,-0.0697407569905231,22.03026,21.02669,20.76486,20.78386,20.80257
1237648721252188680,229.042209769623,-0.0690019662612343,21.95266,20.77551,20.42424,20.26309,20.33952
1237648721252188678,229.042095197381,-0.0699373891427832,21.82156,20.55171,19.99218,19.80678,19.7804
1237648721252188682,229.044164491028,-0.0680239682909257,17.78201,15.70118,14.77855,14.36499,14.12351
1237648721252188677,229.042850902546,-0.0672161616570816,24.51317,21.25495,19.74429,18.40738,17.68778
1237648721252190990,229.036761138017,-0.067063509281332,24.26512,23.16509,22.22106,22.29248,22.23673
1237648721252191006,229.040009385191,-0.063382860544479,22.76514,21.3799,21.05246,20.94653,20.88971
1237648721252190986,229.036400589743,-0.0640710431753216,23.15981,21.58191,21.19848,21.02807,20.96232
1237648721252190244,229.049795118836,-0.0720520241701266,22.22661,21.27394,20.87849,20.74545,20.73089
1237648721252190209,229.047660790406,-0.0759826501451217,25.07833,24.5438,22.52088,21.75595,22.45838
1237648721252190208,229.047554451079,-0.0743812813339424,23.74924,22.17964,21.79132,21.77211,21.5492
1237648721252190210,229.047228224538,-0.0737196171710958,23.55546,23.10036,22.33275,21.84466,21.96636
1237648721252191009,229.040390194447,-0.07368069366556,24.73289,22.5572,22.06407,21.90858,22.39429
1237648721252191334,229.041971633892,-0.0756635084371828,25.85971,23.99884,22.81312,22.76159,22.3089
1237648721252189389,229.04696145338,-0.0780088780303283,21.43088,20.25475,19.76133,19.6146,19.45068
1237648721252190207,229.045668291597,-0.075529279715346,21.71294,20.56575,20.19807,20.08527,19.87616
1237648721252189324,229.029675929581,-0.0717849929447295,20.22209,19.01467,19.03359,19.07729,19.23381
1237648721252190141,229.031844438443,-0.0752488966992755,22.43633,21.57496,21.25231,21.23109,21.34495
1237648721252190985,229.03617762838,-0.0762466093497673,24.42328,22.18972,21.84877,21.73346,21.93034
1237648721252190143,229.03280226739,-0.0760496971731014,24.54728,23.20325,22.91302,22.12672,22.24477
1237648721252189386,229.04191034632,-0.0911334658896511,22.93191,21.69327,21.31169,21.08959,21.38498
1237648721252190204,229.045445750332,-0.0883432710762404,22.33352,21.3079,20.95972,21.01457,20.68949
1237648721252189312,229.039475161755,-0.0878019882388241,25.17021,22.54351,22.12801,21.9337,22.61175
1237648721252190178,229.039932610115,-0.084131426896912,23.24231,21.93816,21.48861,21.55236,21.53279
1237648721252191012,229.041949468434,-0.0874588893430213,23.38282,22.07617,21.62795,21.45984,21.58057
1237648721252190174,229.039480559602,-0.0829947355369043,21.83096,20.66726,20.26595,20.11958,20.17204
1237648721252190175,229.040181304499,-0.0824626794569558,21.8968,20.88939,20.51477,20.4225,20.36338
1237648721252190176,229.038151557236,-0.0819179390911919,22.18625,21.25124,20.94595,20.76569,20.84543
1237648721252191014,229.04274106928,-0.0829799485242146,23.25122,22.08805,21.59369,21.52108,21.46816
1237648721252190180,229.040363850621,-0.0773920471906735,24.02717,23.01144,22.54548,22.32581,22.62404
1237648721252190179,229.041651965637,-0.0799217841484905,23.70477,24.53866,23.23191,22.54017,22.34478
1237648721252190177,229.040873128275,-0.0790777808495453,22.83355,21.43365,21.09429,20.9705,21.05005
1237648721252190366,229.068613934884,-0.0953937777088347,21.69942,20.54559,20.13952,20.01746,20.15053
1237648721252190367,229.068269865682,-0.0937928097913049,21.92976,20.93669,20.50975,20.44156,20.30976
1237648721252190370,229.06691027535,-0.0923512429862669,24.23934,23.26591,22.67115,23.40688,22.41049
1237648721252190371,229.065545476571,-0.0912495807520717,24.52533,23.16587,22.95827,22.91922,22.13486
1237648721252191126,229.065599020947,-0.0850658673848922,24.22948,23.08421,25.13813,24.12049,23.38998
1237648721252191100,229.059903338329,-0.08525358193731,22.95396,21.45188,21.17062,20.92585,20.99218
1237648721252191344,229.058036136825,-0.0719734080250044,23.89377,24.2543,22.6581,21.38703,20.44031
1237648721252190358,229.063884774924,-0.0816534823855933,22.83216,21.71399,21.23497,21.1007,21.15261
1237648721252190245,229.050245368243,-0.0700897175051345,22.41472,21.09056,20.76361,20.66348,20.80629
1237648721252191040,229.048887270603,-0.0624673440049476,23.09043,22.21963,21.87301,21.63841,21.68771
1237648721252191412,229.051550141475,-0.0678956774939901,25.50268,24.75948,23.2075,20.73492,19.12268
1237648721252191148,229.070041553209,-0.098968312253657,22.54765,21.69201,21.18968,21.25599,20.62932
1237648721252189286,229.024897827722,-0.0976106760474269,20.33061,18.91299,18.3119,18.06153,17.91967
1237648721252189288,229.026296356437,-0.0996755206282755,24.44,23.00123,22.93564,22.16993,23.18284
1237648721252190135,229.027119435182,-0.096139824634657,22.76999,21.82796,21.39387,21.54661,21.49273
1237648721252188486,229.031047424092,-0.105400494225977,21.80044,20.60735,20.1866,20.1353,19.94361
1237648721252188493,229.031138049203,-0.100882450086647,21.68268,20.63411,20.30729,20.19387,20.19576
1237648721252188503,229.040342853842,-0.114575077873863,21.61382,20.75185,20.392,20.3104,20.24388
1237648721252188443,229.041330818459,-0.110747628195563,20.70479,19.27597,18.66896,18.42305,18.34968
1237648721252188466,229.040285385699,-0.109889993403209,21.74569,20.53125,20.04275,19.90769,19.94658
1237648721252188448,229.037606163461,-0.108536506892582,20.90561,19.60874,19.04522,18.8293,18.71057
1237648721252190981,229.036066532472,-0.113514723821299,23.66232,22.3483,22.03353,21.91211,21.62673
1237648721252189381,229.044778307344,-0.095675470056553,24.82896,23.42595,22.77244,22.74934,22.07156
1237648721252189374,229.044250031071,-0.0971246090377176,21.95036,20.0898,19.24907,18.96625,18.8005
1237648721252189375,229.043749430089,-0.097385405992053,22.10058,20.82374,20.56303,20.347,20.37378
1237648721252189380,229.04161864975,-0.0975029644941355,22.68298,22.94212,22.59551,22.17596,21.99974
1237648721252189379,229.043878983154,-0.10036039047518,24.17304,22.81375,22.31852,22.39994,21.46848
1237648721252189378,229.044019580955,-0.0988017671712967,23.93068,22.68847,22.22736,22.03236,21.54463
1237648721252189377,229.042981154126,-0.0991124406250113,25.03496,24.50597,23.81813,21.8252,21.54772
1237648721252189382,229.038057875056,-0.0993588944569837,23.2594,25.00093,23.95913,22.47231,22.05209
1237648721252189373,229.038792009028,-0.0978887752617223,19.87435,17.46902,16.35592,15.93019,15.6806
1237648721252191011,229.041770298396,-0.10261940238465,23.20956,22.79662,22.25324,22.09474,21.5369
1237648721252190172,229.039801601834,-0.102185843273804,22.64823,21.69321,21.3702,21.0646,21.29534
1237648721252189376,229.04199332086,-0.099447963205274,22.51656,21.49675,21.11238,20.88591,20.97018
1237648721252190171,229.038829057772,-0.103156274611912,22.03535,20.86782,20.63098,20.48635,20.41889
1237648721252188495,229.033682143935,-0.104580097661206,21.81197,20.75196,20.34739,20.27698,20.39771
1237648721252191075,229.054534625834,-0.138557336390094,23.42132,22.0561,21.52646,21.43073,21.1171
1237648721252190282,229.058606711686,-0.131564928480063,24.24061,24.37422,22.05002,20.36188,19.77334
1237648721252190283,229.057011669354,-0.131887836956131,21.85273,20.83309,20.5468,20.49061,20.68822
1237648721252189419,229.053036332182,-0.132645867834253,24.42525,23.83148,22.86629,22.26776,21.97457
1237648721252189416,229.051479947225,-0.133303864675563,21.65955,20.36857,19.87321,19.69009,19.60813
1237648721252189417,229.05411023067,-0.132730606636354,22.14653,20.76636,20.52699,20.39034,20.63479
1237648721252190293,229.061024579945,-0.120440324001454,23.92762,22.45116,21.71906,21.92205,21.27307
1237648721252190292,229.058957300033,-0.120723317906217,22.28237,21.46125,20.95986,20.87784,21.027
1237648721252190321,229.060397826035,-0.123506801039587,24.16925,22.67653,22.17323,22.00093,22.60979
1237648721252188709,229.051270267147,-0.119563250384715,22.42659,22.99198,21.23442,20.95148,22.06738
1237648721252188711,229.052308974403,-0.121322231151021,23.52775,22.59556,22.45588,21.87972,22.08302
1237648721252188708,229.05450890588,-0.120890181736007,22.19943,20.94922,20.64047,20.47563,20.47393
